Drug_A,MolecularWeight_A,XLogP_A,TPSA_A,Charge_A,HBondDonorCount_A,HBondAcceptorCount_A,RotatableBondCount_A,Volume3D_A,CanonicalSMILES_A,IsomericSMILES_A,Drug_B,MolecularWeight_B,XLogP_B,TPSA_B,Charge_B,HBondDonorCount_B,HBondAcceptorCount_B,RotatableBondCount_B,Volume3D_B,CanonicalSMILES_B,IsomericSMILES_B,Level
Dexmedetomidine,200.28,3.1,28.7,0.0,1.0,1.0,2.0,168.5,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Moderate
Ephedrine,165.23,0.9,32.3,0.0,2.0,2.0,3.0,138.8,CC(C(C1=CC=CC=C1)O)NC,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,Dexmethylphenidate,233.31,0.2,38.3,0.0,1.0,3.0,4.0,188.3,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,Moderate
Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Promethazine,284.4,4.8,31.8,0.0,0.0,3.0,3.0,229.6,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Major
Promethazine,284.4,4.8,31.8,0.0,0.0,3.0,3.0,229.6,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Metoclopramide,299.79,2.6,67.6,0.0,2.0,4.0,7.0,230.3,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Major
Propantheline,368.5,4.2,35.5,1.0,0.0,3.0,7.0,298.6,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,Promethazine,284.4,4.8,31.8,0.0,0.0,3.0,3.0,229.6,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Moderate
Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Moderate
Dronabinol,314.5,7.0,29.5,0.0,1.0,2.0,4.0,260.6,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Moderate
Esomeprazole,345.4,2.2,96.3,0.0,1.0,6.0,5.0,263.2,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC,Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Moderate
Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Metoclopramide,299.79,2.6,67.6,0.0,2.0,4.0,7.0,230.3,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Moderate
Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Miconazole,416.1,5.3,27.1,0.0,0.0,2.0,6.0,292.2,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Moderate
Nabilone,372.5,6.4,46.5,0.0,1.0,3.0,6.0,306.5,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O,Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Moderate
Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Prednisolone,360.4,1.6,94.8,0.0,3.0,5.0,2.0,273.1,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Minor
Prednisone,358.4,1.5,91.7,0.0,2.0,5.0,2.0,272.4,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Minor
Diazepam,284.74,3.0,32.7,0.0,0.0,2.0,1.0,217.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Moderate
Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Dronabinol,314.5,7.0,29.5,0.0,1.0,2.0,4.0,260.6,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Empagliflozin,450.9,2.0,109.0,0.0,4.0,7.0,6.0,333.1,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,Moderate
Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Ertugliflozin,436.9,1.7,109.0,0.0,4.0,7.0,6.0,320.5,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl,Moderate
Glimepiride,490.6,3.9,133.0,0.0,3.0,5.0,7.0,376.4,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Glipizide,445.5,1.9,139.0,0.0,3.0,6.0,7.0,337.6,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Glyburide,494.0,4.8,122.0,0.0,3.0,5.0,8.0,365.7,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Nabilone,372.5,6.4,46.5,0.0,1.0,3.0,6.0,306.5,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Nateglinide,317.4,3.2,66.4,0.0,2.0,3.0,6.0,257.2,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Prednisolone,360.4,1.6,94.8,0.0,3.0,5.0,2.0,273.1,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Prednisone,358.4,1.5,91.7,0.0,2.0,5.0,2.0,272.4,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Saxagliptin,315.4,0.7,90.4,0.0,2.0,4.0,2.0,233.5,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,Moderate
Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Sitagliptin,407.31,0.7,77.0,0.0,1.0,10.0,4.0,278.9,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,Moderate
Tolazamide,311.4,1.5,86.9,0.0,2.0,4.0,3.0,234.7,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Moderate
Diazoxide,230.67,1.2,66.9,0.0,1.0,3.0,0.0,155.9,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Dronabinol,314.5,7.0,29.5,0.0,1.0,2.0,4.0,260.6,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Eluxadoline,569.6,0.9,165.0,0.0,4.0,7.0,11.0,441.9,CC1=CC(=CC(=C1CC(C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)C(C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Mepenzolate,340.4,3.2,46.5,1.0,1.0,3.0,5.0,271.4,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Methscopolamine,318.4,1.3,59.1,1.0,1.0,4.0,5.0,246.7,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Metoclopramide,299.79,2.6,67.6,0.0,2.0,4.0,7.0,230.3,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Nabilone,372.5,6.4,46.5,0.0,1.0,3.0,6.0,306.5,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O,Moderate
Pyridoxine,169.18,-0.8,73.6,0.0,3.0,4.0,2.0,128.3,CC1=NC=C(C(=C1O)CO)CO,CC1=NC=C(C(=C1O)CO)CO,Phenytoin,252.27,2.5,58.2,0.0,2.0,2.0,2.0,197.2,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Propantheline,368.5,4.2,35.5,1.0,0.0,3.0,7.0,298.6,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,Moderate
Doxylamine,270.37,2.5,25.4,0.0,0.0,3.0,6.0,223.4,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Moderate
Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Moderate
Amoxapine,313.8,2.6,36.9,0.0,1.0,3.0,1.0,233.7,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Moderate
Chlorpromazine,318.9,5.2,31.8,0.0,0.0,3.0,4.0,245.9,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Moderate
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Deserpidine,578.7,4.1,109.0,0.0,1.0,9.0,9.0,434.5,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Moderate
Dobutamine,301.4,3.4,72.7,0.0,4.0,4.0,7.0,244.4,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Moderate
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Dopamine,153.18,-1.0,66.5,0.0,3.0,3.0,2.0,121.4,C1=CC(=C(C=C1CCN)O)O,C1=CC(=C(C=C1CCN)O)O,Moderate
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Droxidopa,213.19,-3.2,124.0,0.0,5.0,6.0,3.0,154.3,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O,Moderate
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Empagliflozin,450.9,2.0,109.0,0.0,4.0,7.0,6.0,333.1,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,Moderate
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Ephedrine,165.23,0.9,32.3,0.0,2.0,2.0,3.0,138.8,CC(C(C1=CC=CC=C1)O)NC,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,Moderate
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Ertugliflozin,436.9,1.7,109.0,0.0,4.0,7.0,6.0,320.5,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl,Moderate
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Escitalopram,324.4,3.2,36.3,0.0,0.0,4.0,5.0,263.3,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,Major
Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Esketamine,237.72,2.2,29.1,0.0,1.0,2.0,2.0,181.2,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl,Major
Fenfluramine,231.26,3.4,12.0,0.0,1.0,4.0,4.0,177.7,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Major
Fluoxetine,309.33,4.0,21.3,0.0,1.0,5.0,6.0,238.3,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Major
Fluphenazine,437.5,4.4,55.3,0.0,1.0,8.0,6.0,329.1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Diethylpropion,205.3,2.8,20.3,0.0,0.0,2.0,5.0,174.9,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)C1=CC=CC=C1,Moderate
